Kod zavodu         : 130512069
Nazev zavodu       : Žebříček B - Čechy
Zarazeni do soutezi: 
Datum konani       : 12.05.2013
Misto konani       : Janov u Rakovníka
Poradatel          : DKL - KOB Kladno, SLA - SKOB Slaný
Mapa               : Liščí rokle
D35B      Chvátilová Pavlína       PHK7450  48.44
D35B      Landovská Ivana          PGP6251  55.54
D35B      Janousková Iveta         BOR7457  63.45
D35B      Pracková Zita            MFP7850  71.17
D35B      Lindová Miroslava        KNC7750 888.88
D40B      Stanková Marcela         VPM6951  30.02
D40B      Skvorová Zuzana          KAM7350  36.14
D40B      Svadlenová Ivana         CHC7151  37.10
D40B      Klapalová Pavla          EKP7051  37.24
D40B      Ruzicková Kamila         PHK7153  37.51
D40B      Nováková Marie           OKP6953  40.14
D40B      Dulovcová Marie          KRE7051  40.29
D40B      Kaplanová Iva            LPU6859  40.50
D40B      Zuzánková Ruzena         TJN6051  40.51
D40B      Hankovcová Lenka         KAM7053  42.44
D40B      Sieglová Dása            MFP7050  44.43
D40B      Bartosová Jana           MLA7051  45.19
D40B      Cermáková Renata         LPU6553  45.49
D40B      Kucerová Vladimíra       CHT6460  52.10
D40B      Kubecová Jana            STB7399  55.09
D40B      Sedlácková Petra         ROZ7050  56.46
D40B      Safková Petra            KAM6650  62.33
D40B      Srámková Iva             MFP7251  66.32
D40B      Beranová Iva             VSP7150  69.21
D40B      Kulhavá Jarmila          SRK6751  71.05
D40B      Jandová Hana             LCV7150  74.25
D40B      Lisá Monika              ONO6750 888.88
D45B      Rydlová Magda            TJN6850  28.12
D45B      Ciháková Lenka           KNC6750  29.37
D45B      Wurzelová Dana           CHT6654  31.15
D45B      Kosová Michaela          SRK6752  31.25
D45B      Bochenková Jana          EKP6150  31.41
D45B      Abelová Ivana            STB6798  32.51
D45B      Nemecková Jarmila        OKP6650  33.07
D45B      Mrázová Pavla            DCE5550  33.48
D45B      Slavíková Katerina       PGP6650  34.41
D45B      Fantová Libuse           EKP5650  34.52
D45B      Pecková Ivana            EKP6252  35.07
D45B      Hasalová Jana            PGP6751  36.01
D45B      Bínová Kathrin           MLA6754  37.20
D45B      Koucká Ivana             EKP6850  37.56
D45B      Kubínová Jana            SKV6751  38.01
D45B      Pávková Jana             BOR6550  38.56
D45B      Baziková Lucie           TJP6451  39.19
D45B      Veverková Yveta          VAM6452  39.47
D45B      Jezková Regina           PGP6352  39.57
D45B      Cincibusová Ivana        FSP6651  41.36
D45B      Thynová Ivana            SHK6651  42.06
D45B      Zandová Marie            SKV6551  43.48
D45B      Valachová Jana           LPU6654  45.35
D45B      Cechmánková Helena       OKP6450  46.13
D45B      Lustigová Lenka          DKP6652  47.16
D45B      Nováková Irena           OKP6651  49.45
D45B      Hindráková Martina       LTU6451  49.58
D45B      Mudrová Martina          HCE6451  51.03
D45B      Cápová Irena             SCP6450  60.45
D45B      Splinarová Jana          SKV6451  66.01
D45B      Klasková Katerina        DKP6750 888.88
D45B      Illnerová Daniela        DKP6651 888.88
D45B      Kavková Dana             SCP6150 888.88
D50B      Voltrová Svatava         ROZ6150  28.29
D50B      Sedivá Miroslava         EKP5750  32.19
D50B      Michálková Jirina        VSP6151  35.13
D50B      Sládková Eva             TEH5751  35.51
D50B      Behounová Jirina         PHK5651  36.10
D50B      Kohoutová Pavla          KNC6251  37.56
D50B      Balcarová Eva            PHK5952  39.41
D50B      Havlícková Jindra        KNC6150  42.05
D50B      Troupová Vladena         KRE6351  44.12
D50B      Hartlová Blanka          ODV6350  47.16
D50B      Kovarícková Darja        KRE6352  48.37
D50B      Syslová Drahomíra        PGP5650  48.50
D50B      Vejvodová Mirka          LPM5750  56.56
D50B      Vecerová Ivana           TJN6052  59.51
D50B      Hrabánková Ilona         PGP6250  62.08
D50B      Nováková Pavla           DOK5950  66.52
D50B      Wolkerová Dagmar         TJP5250  67.30
D55B      Opavová Stanislava       MLA5451  23.33
D55B      Zelená Markéta           PGP5850  25.25
D55B      Kalibánová Jirina        NPA5351  26.13
D55B      Nováková Svatava         SKV5351  27.09
D55B      Pokorná Eva              TCB5751  27.19
D55B      Víchová Ladislava        LPU5851  27.24
D55B      Bláhová Luba             SHK5852  27.29
D55B      Bradnová Vera            CHA5550  28.19
D55B      Svobodná Eva             DKP5851  29.12
D55B      Dudová Hana              DKP5752  29.14
D55B      Mrázková Ivana           DKP5650  29.42
D55B      Jansová Alena            CHT5852  31.18
D55B      Gazdacková Jana          SHK5851  31.32
D55B      Strossová Jirina         DCE5650  31.57
D55B      Kadavá Eva               CHA5750  32.17
D55B      Novotná Jirina           LPU5654  33.48
D55B      Matousková Marie         LJN5550  34.17
D55B      Zavadilová Nada          SCP5450  35.23
D55B      Jahnová Helena           SCP5550  40.38
D55B      Nováková Jana            NPA5552  41.59
D60B      Dohnalová Dana           VSP5050  26.14
D60B      Neradová Alena           LIT5051  27.38
D60B      Horácková Stanislava     VLI4950  27.41
D60B      Omová Jana               TUR5150  30.13
D60B      Nováková Jirina          UVP4950  37.26
D60B      Stehnová Hana            DKP5150  37.43
D60B      Sevcíková Alena          CHA5351  50.42
D65B      Lohrová Jarmila          SCP4650  29.30
D65B      Hankovská Jana           PGP4050  29.43
D65B      Kasková Eva              CHA4650  31.52
D65B      Mestková Eva             TEP4851  32.36
D65B      Dvoráková Ladislava      PGP4451  32.58
D65B      Kubátová Milada          PGP4750  34.34
D65B      Nejezchlebová Vera       KAS4551  35.50
D65B      Brabcová Jindra          LCV4750  38.09
D65B      Krtenská Leontina        BOR4650  41.30
D65B      Zmeková Míla             SLP4451  43.35
D65B      Langrová Marie           BOR3750  61.43
H10L      Hasman Jakub             VPM0501  22.34
H10L      Janousek Slávek          BOR0400  26.24
H10L      Bláha Matyás             SJP0500  27.01
H10L      Mestka Václav            VSP0600  30.01
H10L      Bláha Vojtech            SJP0501  31.04
H10L      Pelc Tadeás              CST0601  32.41
H10L      Král Adam                CTB0501  32.53
H10L      Duchoslav Radek          LME0401  32.57
H10L      Nemsovsky Filip          VSP0500  33.55
H10L      Vlachovsky Matej         LME0501  35.18
H10L      Jezek Frantisek          SLA0501  35.36
H10L      Janovsky Jaromír         SLA      39.25
H10L      Husák Ondrej             SLA0600  41.49
H10L      Zrník Tomás              OSN0606  42.16
H10L      Vlachovsky Vojtech       LME0502  53.58
H10C      Gajda Martin             VSP0404  29.00
H10C      Peterka Jakub            LLI0404  31.49
H10C      Oncirk Jan               ONO0301  33.45
H10C      Kolár Matyás             SLA0300  35.17
H10C      Srámek Jaromír           MFP0303  36.06
H10C      Dundácek Karel           SJH0401  37.28
H10C      Skácha Vít               KAM0309  38.35
H10C      Tokár Radim              NEJ0300  39.45
H10C      Zakouril Matyás          VSP0400  41.27
H10C      Pelc Matyás              CST0401  42.18
H10C      Visna Johan              DKP0401  55.44
H10C      Janas Adam               PGP0404  84.23
H10C      Kuzel Jan                FSP0400 888.88
H10C      Swart Benjamín           DKL0300 888.88
H12C      Kozina Stepán            PGP0300  31.53
H12C      Klaska Martin            DKP0100  32.32
H12C      Hasman Marek             VPM0201  33.07
H12C      Nechanicky Jan           OSN0200  33.48
H12C      Siegl Matyás             MFP0103  34.18
H12C      Skvor Adam               KAM0202  35.13
H12C      Subrt Matej              DKP0205  36.14
H12C      Hankovec Hugo            KAM0201  36.17
H12C      Lustig Adam              DKP0202  36.41
H12C      Janas Petr               PGP0200  39.11
H12C      Svarc Antonín            DKP0203  39.17
H12C      Albrecht Adam            KAM0203  41.39
H12C      Husák Zdenek             SLA0201  47.32
H12C      Pohoraly Hugo            ROU0103  47.42
H12C      Bradác David             LLI0203  51.52
H12C      Valásek Václav           KAM0100  53.09
H12C      Bartos Václav            MLA0101  59.18
H12C      Postolka Jonás           DKL0100  60.59
H12C      Simsa Martin             MFP0300 888.88
H12C      Riby Thomas              LTP0202 888.88
H12C      Safka Sebastian          KAM0101 888.88
H14B      Chvátil Simon            PHK9908  26.49
H14B      Kafka Matej              SJI9903  27.23
H14B      Roudny Martin            LPU0002  28.00
H14B      Pavlovec Dan             BOR0001  28.20
H14B      Melichar Petr            LLI0001  28.38
H14B      Skvor Ota                KAM9900  28.38
H14B      Buk Petr                 ROU0001  29.08
H14B      Mares Vít                BOR0000  29.14
H14B      Rusin Jan                BRU0001  29.24
H14B      Masata Metodej           PHK9905  29.29
H14B      Sklíba Michal            SRK9900  29.35
H14B      Thor Tomás               TUV9903  29.40
H14B      Lejbl Ladislav           LBE0000  31.01
H14B      Volák Ondrej             BRU0006  31.48
H14B      Postolka Jáchym          DKL9900  32.07
H14B      Sebek Petr               DKP9903  32.28
H14B      Kavalír Jáchym           PHK9901  33.17
H14B      Kulhavy Tadeás           LPU0005  33.27
H14B      Krivda Tomás             CHC9901  33.35
H14B      Richtr Lukás             VPM0204  33.45
H14B      Visna Matej              DKP9904  34.31
H14B      Dudák Ladislav           SLA0002  36.20
H14B      Cech Petr                SJI0001  37.10
H14B      Synek Antonín            DOK0001  37.28
H14B      Gajda Jan                KAM0105  38.29
H14B      Lejbl Jakub              LBE0200  39.22
H14B      Smaus Antonín            TJN0001  42.52
H14B      Kubec Jan                BOR0004  43.12
H14B      Samek Tomás              PHK0001  45.54
H14B      Bradác Jakub             LLI0002  46.04
H14B      Hladík Jan               TUV0002  46.51
H14B      Konvalinka Jindrich      LPU0004  47.32
H14B      Roudny Václav            LPU0001  48.26
H14B      Zemko Zdenek             SLA9900  52.33
H14B      Solomko Adam             BSO0002  53.21
H14B      Kdyr Matej               ODV0000  64.26
H14B      Bíly Jakub               LTP0104 888.88
H16B      Vlásek Jakub             TAP9702  32.25
H16B      Bartos Vojtech           MLA9802  33.05
H16B      Birnbaum Adam            BOR9802  35.32
H16B      Cermák Adam              PGP9701  35.47
H16B      Novák Filip              TJN9801  36.09
H16B      Locker Tomás             SRK9802  36.55
H16B      Hájek Jakub              SHK9802  38.54
H16B      Ludvík Matyás            STB9801  39.11
H16B      Ondrejcek Jirí           ODV9800  39.33
H16B      Zieba Jakub              NEJ9800  39.49
H16B      Hasal Martin             PGP9804  39.53
H16B      Vyskocil Stepán          VAM9701  40.01
H16B      Smaus Jan                TJN9700  40.46
H16B      Janecek Mirek            TJN9804  41.23
H16B      Brázdil Petr             ODV9700  41.32
H16B      Borovicka Tomás          FSP9801  43.13
H16B      Manák Michal             PHK9801  43.44
H16B      Novák Ales               ODV9805  43.51
H16B      Kalista Michael          LBE9701  45.58
H16B      Zák Jan                  LPU9802  47.27
H16B      Pek Daniel               SHK9803  48.39
H16B      Ransdorf Jakub           TAP9805  52.42
H16B      Koucky Martin            EKP9700  53.21
H16B      Kaspar Frantisek         SLA9800  58.11
H18B      Burda Matej              LDC9602  32.35
H18B      Landovsky Jakub          PGP9601  33.54
H18B      Vanis Ondrej             TJN9500  34.29
H18B      Buk Michal               ROU9601  35.22
H18B      Aster Tomás              SLA9602  36.11
H18B      Nejman Stanislav         CHA9500  36.20
H18B      Hledík Jakub             CHT9501  37.18
H18B      Jurica Jan               LPU9611  37.23
H18B      Frank Jirí               MAS9600  39.42
H18B      Trejbal Václav           SHK9604  41.50
H18B      Koumar Frantisek         SJI9501  44.18
H18B      Posselt Martin           TJN9501  50.35
H18B      Ruzicka Karel            PHK9502  54.01
H18B      Lustig Matyás            DKP9507  61.00
H20B      Rada Jakub               DKP9401  35.06
H20B      Zelinka Jan              LPU9405  35.57
H20B      Buk Jindrich             ROU9303  36.30
H20B      Pova Ondrej              KRL9304  37.47
H20B      Vistejn Jirí             KRL9305  39.47
H20B      Klaska Pavel             DKP9301  40.28
H20B      Slajs Daniel             KRL9403  41.55
H20B      Kapal Tomás              KAM9402  75.32
H21B      Henych Martin            SJC8601  32.22
H21B      Korínek Tomás            BOR9007  34.15
H21B      Vlcek Martin             TUR8702  34.49
H21B      Benes Jan                SJC8703  35.16
H21B      Kozák Petr               KAM6501  36.26
H21B      Procházka Jan            PGP8206  36.28
H21B      Kovár Miroslav           SCP8103  36.39
H21B      Janovsky Tomás           PGP6401  36.58
H21B      Rambousek Karel          BSO7907  37.53
H21B      Novotny Tomás            PHK8101  38.00
H21B      Holas Stepán             SJC8702  38.20
H21B      Vodrázka Ondrej          VPM7702  38.21
H21B      Antos Filip              NPA8001  38.26
H21B      Prazák Jirí              ZBP7800  38.39
H21B      Skvor Martin             KAM6700  38.43
H21B      Fiser Jirí               SLP8503  39.08
H21B      Martan Jirí              VLI7300  39.29
H21B      Mateju Lubos             PGP7601  39.39
H21B      Seidl Miroslav           EKP7402  39.50
H21B      Sysel Ctibor             PGP8700  40.25
H21B      Kucera Jan               VSP7302  40.28
H21B      Blahuta Marek            MFP7301  40.45
H21B      Krejcík Jirí             TZL8301  40.47
H21B      Karvánek Matous          BOR9006  40.47
H21B      Pokorny Ondrej           PGP7506  41.02
H21B      Landovsky Tomás          PGP9103  41.13
H21B      Zajíc Vítezslav          TAP8610  41.24
H21B      Kalous Vladislav         EKP7702  41.24
H21B      Vrabec Ondrej            SCP8303  41.46
H21B      Veverka Tomás            VAM8401  41.55
H21B      Kadavy Petr              CHA7800  42.10
H21B      Matras Tomás             CHT8001  42.19
H21B      Pasek Frantisek          KAM7600  42.39
H21B      Pachner Pavel            VLI7503  42.54
H21B      Cerny Martin             TAP8902  43.36
H21B      Kovárík Tomás            KAM6901  43.44
H21B      Bejr Zdenek              NPA8401  43.53
H21B      Teringl Radek            VCB6502  44.22
H21B      Sysel Ondrej             PGP8302  44.40
H21B      Kadlec Jan               SJI8306  44.41
H21B      Zikmund Zdenek           NPA6705  44.57
H21B      Kuzel Tomás              FSP7610  45.46
H21B      Buzek Martin             PGP8401  46.06
H21B      Pracka Tomás             MFP7302  46.09
H21B      Kovár Jindrich           MAS6800  46.10
H21B      Mezník Vladimír          LBE6400  46.36
H21B      Janas Petr               XBM7103  46.55
H21B      Macek Jirí               LIT8401  47.05
H21B      Novák Zdenek             NPA7701  47.52
H21B      Procházka Tomás          SCP8200  48.05
H21B      Safarík Ivo              CST7401  48.27
H21B      Pelc Václav              CST6702  49.03
H21B      Hrouda Martin            FSP7612  49.42
H21B      Nehasil David            BOR7713  50.03
H21B      Vondra Jirí              FSP7600  50.22
H21B      Vlach Martin             SCP8605  50.47
H21B      Simek Tomás              FSP6304  50.49
H21B      Besta Lukás              KNC8101  50.54
H21B      Simon Jakub              LBE8801  51.52
H21B      Dvorák Miroslav          ZBP7601  52.21
H21B      Dubec Pavel              SCP8003  52.26
H21B      Nerad Jaroslav           LIT9001  53.18
H21B      Nitsch Karel             FSP7611  53.40
H21B      Vanek Petr               ZBP7302  56.52
H21B      Kalina Miroslav          EKP8211  57.02
H21B      Prásil Ondrej            SJC8401  59.35
H21B      Simon Václav             LBE9100  67.02
H21B      Drzka Stepán             LPU7604 888.88
H21C      Kalensky Tomás           SJC8015  37.24
H21C      Simík Daniel             ROZ6900  40.57
H21C      Vecera Martin            TJN9105  43.10
H21C      Suchy Jirí               SJI9201  45.40
H21C      Janecek Jura             EKP6701  51.27
H21C      Borák Michal             EKP8304  51.55
H21C      Oujesky Tomás            ADA7433  52.17
H21C      Hegner Lukás             LPM8104  59.42
H21C      Lepsík Petr              BOR8202  61.58
H21C      Dvorák Richard           SLA      62.00
H21C      Zeman Jaroslav           DOB8844  63.07
H21C      Martínek Robert          VPM7700  65.59
H21C      Mágr Zdenek              LCV5000 888.88
H35B      Horák Pavel (Starosta)   VSP7305  29.00
H35B      Vácha Tomás              BOR7409  31.10
H35B      Zuzánek Zdenek           TJN5901  32.18
H35B      Král Ales                CTB7801  33.26
H35B      Nemsovsky Petr           PGP7602  34.28
H35B      Zakouril Václav          VSP7401  35.45
H35B      Synek Antonín            DOK7800  36.56
H35B      Pecka Jan                EKP6800  38.44
H35B      Sklíba Jan               SRK7501  38.58
H35B      Peterka Frantisek        TJP4900  42.59
H35B      Václavek Jan             LPU7816  71.02
H35B      Zlesák Martin            CHT7302 888.88
H40B      Illner Jakub             DKP6601  33.39
H40B      Zrník Tomás              OSN7118  34.05
H40B      Hasman Jan               VPM6901  34.30
H40B      Netuka Jan               SHK7001  37.04
H40B      Háp Pavel                PHK7101  38.15
H40B      Milota Josef             MLA5801  39.23
H40B      Kubec Martin             DOB7002  40.02
H40B      Karmazín Pavel           LBE6800  40.18
H40B      Dundácek Milan           SJH6902  40.30
H40B      Funda Jirí               API6401  41.53
H40B      Kalousek Jirí            DKP6901  43.44
H40B      Mares Alexander          NEJ7300  44.44
H40B      Simsa Jaromír            MFP7100  46.07
H40B      Nechanicky Pavel         OSN7209  47.17
H40B      Chvátil Jirí             PHK7200  49.39
H40B      Urbanik Robert           VLI7002  57.24
H40B      Meier Milan              VLI7301  58.08
H40B      Käss Pavel               BSO7000  58.12
H40B      Nádenícek Josef          NEJ7000  59.16
H40B      Subrt Antonín            DKP7100  62.12
H40B      Mikes Roman              VPM7002  62.41
H40B      Kroupa Stepán            VPM6904  67.42
H40B      Lejbl Ladislav           LBE6900  75.27
H40B      Rulc Zdenek              LJN7201  77.01
H40B      Kozelka Jan              LCV7000  81.10
H40B      Srámek Petr              MFP6905 888.88
H45B      Krejcí Jaroslav          BOR6302  30.18
H45B      Bartos Ludek             MLA6701  31.21
H45B      Krivda Ivan              CHC6701  31.38
H45B      Hájek Jirí               ONO6400  33.18
H45B      Valach Petr              LPU6505  33.31
H45B      Klaska Pavel             DKP6500  34.10
H45B      Hartman Ales             VSP6506  34.26
H45B      Bíly Petr                LTP6805  34.50
H45B      Visna Petr               DKP6602  37.02
